
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
"Flag","Flag","Flag","Flag","ms","ms"
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
0.0,0.0,0.0,0.0,0.0,3099.383
MARK 000
0.0,0.0,0.0,0.0,0.03564,0.03564
0.0,0.0,1.0,0.0,165.89232,165.92796
0.0,0.0,1.0,0.0,135.52837,301.45633
0.0,0.0,0.0,1.0,38.33808,339.7944
0.0,0.0,0.0,1.0,133.32858,473.123
0.0,0.0,1.0,0.0,136.88466,610.0076
0.0,0.0,1.0,0.0,209.82324,819.8309
0.0,0.0,1.0,0.0,222.03456,1041.8655
0.0,0.0,0.0,1.0,38.50968,1080.3751
0.0,0.0,0.0,1.0,3.0558,1083.4309
0.0,0.0,1.0,0.0,266.64792,1350.0789
0.0,0.0,1.0,0.0,309.39282,1659.4717
0.0,0.0,1.0,0.0,296.1638,1955.6355
0.0,0.0,1.0,0.0,5.42652,1961.062
